header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Type of parking facilities,error
Adenauersingel 52,6716 KB Ede        ,https://www.funda.nl/en/koop/ede/huis-42687216-adenauersingel-52/?navigateSource=resultlist,20220129_004409,"€ 415,000 kosten koper","€ 3,294    The asking price per m² (€ 415,000) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1993,Gable roof covered with roof tiles,Living area126 m²Other space inside the building13 m²Exterior space attached to the building7 m²External storage space4 m²,126 m²,13 m²,7 m²,4 m²,235 m²,479 m³,5 rooms (3 bedrooms),1 bathroom,Toilet,2 stories,"Air conditioning, TV via cable and solar collectors",B        What does this mean?,"Roof insulation, double glazing, mostly double glazed, insulated walls and floor insulation",CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2013, in ownership)",235 m²,Full ownership,In residential district,Back garden and front garden,Parking place,Parking on private property,no
