header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Dudokplan 20,2728 DD Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/huis-42654639-dudokplan-20/?navigateSource=resultlist,20220129_091622,"€ 350,000 kosten koper","€ 3,271    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1986,Partly furnished with carpets and curtains,Hip roof covered with roof tiles,Living area107 m²External storage space6 m²,107 m²,6 m²,123 m²,320 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,"Skylight, mechanical ventilation, passive ventilation system and sliding door",C            1.44What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,Nefit HR (in ownership),123 m²,Full ownership,Back garden and front garden,"49 m² (9 meter deep and 5,4 meter broad)",Located at the east accessible via the rear,Detached brick storage,Public parking,no
