header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,CH boiler,Ownership situation,Fees,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Slotermeerlaan 185 2,1063 JV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88888922-slotermeerlaan-185-2/?navigateSource=resultlist,20220130_235220,"€ 300,000 kosten koper","€ 4,545    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (66 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 96 per month,4 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1954,Living area66 m²Exterior space attached to the building6 m²External storage space7 m²,66 m²,6 m²,7 m²,230 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,4 stories,2nd floor,D        What does this mean?,Double glazing,CH boiler,Intergas  (2011),Municipal long-term lease,Paid until 31-08-2057,In residential district,Balcony present,Built-in,Resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
