header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of garage,error
Het Boegbeeld (Bouwnr. 12),2583 DN Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42553823-het-boegbeeld-bouwnr-12/?navigateSource=resultlist,20220131_211715,"€ 600,000 kosten koper","€ 7,692    The asking price per m² (€ 600,000) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Penthouse,New property,2022,Woningborg garantiecertificaat,Living area78 m²Exterior space attached to the building22 m²,78 m²,22 m²,232 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,"Elevator, mechanical ventilation and solar panels",A        What does this mean?,"Double glazing, energy efficient window and completely insulated",Complete floor heating and heat pump,Central facility,In residential district and seaview,Roof terrace present,Parking place,no
