header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Schellingwouderdijk 89,1023 NA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42515560-schellingwouderdijk-89/?navigateSource=resultlist,20220130_123309,"€ 1,200,000 kosten koper","€ 7,742    The asking price per m² (€ 1,200,000) is calculated by dividing the asking price of the home by the living area (155 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, double house (dyke house)",Resale property,1933,Protected townscape or village view (permit needed for alterations),Mansard roof covered with asphalt roofing and roof tiles,Living area155 m²Exterior space attached to the building7 m²,155 m²,7 m²,78 m²,480 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,2 stories and a basement,E        What does this mean?,"Energy efficient window, insulated walls and floor insulation",CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",78 m²,Full ownership,In residential district and unobstructed surrounding view,Back garden,"55 m² (10 meter deep and 5,5 meter broad)",Located at the northwest,no
