header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Oldenbarneveldtstraat 87 -B-II,1052 JX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42537551-van-oldenbarneveldtstraat-87-b-ii/?navigateSource=resultlist,20220130_220326,"€ 260,000 kosten koper","€ 10,000    The asking price per m² (€ 260,000) is calculated by dividing the asking price of the home by the living area (26 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 80 per month,2 months,Sold under reservation,Available in consultation,€ 80.22 per month,Upstairs apartment (apartment),Resale property,1893,Living area26 m²,26 m²,64 m³,1 room (1 bedroom),1 bathroom,Shower and toilet,1 story,2nd floor,A        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,Alongside a quiet road and in residential district,Yes,Yes,Yes (€ 80.22 per month),Yes,Yes,Yes,no
