header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jan van Rodestraat 114,2531 XV Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88044505-jan-van-rodestraat-114/?navigateSource=resultlist,20220131_210203,"€ 200,000 kosten koper","€ 2,564    The asking price per m² (€ 200,000) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,€ 50.00 per month,Upstairs apartment (apartment with open entrance to street),Resale property,1936,Flat roof covered with asphalt roofing,Energie Prestatie Advies,Living area78 m²Exterior space attached to the building2 m²,78 m²,2 m²,250 m³,4 rooms (2 bedrooms),1 story,3rd floor,TV via cable,F        What does this mean?,Double glazing,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler from 2021, in ownership)",Municipal long-term lease,"€ 111,16 per year with option to purchase",Alongside a quiet road,Yes,Yes,Yes (€ 50.00 per month),Yes,No,Yes,no
