header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Heating,Hot water,Balcony/roof garden,Shed / storage,Type of garage,error
Appartement L (Bouwnr. 44),3527 KW Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-41397421-appartement-l-bouwnr-44/?navigateSource=resultlist,20220131_161745,"€ 484,500 vrij op naam","€ 6,133    The asking price per m² (€ 484,500) is calculated by dividing the asking price of the home by the living area (79 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Upstairs apartment,New property,2021,Living area79 m²Exterior space attached to the building12 m²,79 m²,12 m²,216 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,4th floor,A        What does this mean?,Complete floor heating,District heating,Balcony present,Built-in,Underground parking,no
