header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Shed / storage,Type of parking facilities,error
Appartement (Bouwnr. 5),6828 EK Arnhem        ,https://www.funda.nl/en/koop/arnhem/appartement-42482218-appartement-bouwnr-5/?navigateSource=resultlist,20220129_055234,"€ 300,000 vrij op naam","€ 4,478    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Apartment with shared street entrance,New property,2022,Flat roof covered with asphalt roofing,Living area67 m²,67 m²,201 m³,1 room,1 story,"Optical fibre, mechanical ventilation and solar panels",A        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",Heat pump,Detached brick storage,Parking on private property,no
