header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Nootdorpse Landingslaan 246,2496 TA Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88901659-nootdorpse-landingslaan-246/?navigateSource=resultlist,20220131_210006,"€ 500,000 kosten koper","€ 3,012    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (166 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,2001,Energie Prestatie Advies,Living area166 m²Exterior space attached to the building3 m²External storage space6 m²,166 m²,3 m²,6 m²,164 m²,575 m³,7 rooms (4 bedrooms),4 stories,TV via cable,A        What does this mean?,Completely insulated,District heating,District heating,164 m²,Full ownership,Alongside a quiet road and freestanding location,Back garden and front garden,"82 m² (15,5 meter deep and 5,3 meter broad)",Located at the northwest accessible via the rear,Detached wooden storage,Public parking,no
