header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Kievitstraat 14,5314 BR Bruchem        ,https://www.funda.nl/en/koop/bruchem/huis-42668958-kievitstraat-14/?navigateSource=resultlist,20220128_011350,"€ 300,000 kosten koper","€ 2,439    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (123 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1974,Gable roof covered with roof tiles,Living area123 m²External storage space17 m²,123 m²,17 m²,161 m²,400 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,B        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,Nefit Trendline HRC30 ( combination boiler from 2017),161 m²,Full ownership,In residential district,Back garden and front garden,Attached brick storage,Public parking,no
