header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Van Swindenstraat 52,3514 XT Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42681648-van-swindenstraat-52/?navigateSource=resultlist,20220130_132020,"€ 650,000 kosten koper","€ 6,019    The asking price per m² (€ 650,000) is calculated by dividing the asking price of the home by the living area (108 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1929,Gable roof covered with roof tiles,Living area108 m²Other space inside the building3 m²External storage space15 m²,108 m²,3 m²,15 m²,129 m²,398 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories and a basement,F        What does this mean?,Partly double glazed,Gas heaters,Gas water heater,129 m²,Full ownership,"Alongside park, alongside a quiet road and in residential district",Back garden and front garden,"42 m² (7,85 meter deep and 5,3 meter broad)",Located at the west,Detached brick storage,Paid parking and resident's parking permits,no
