header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Balcony/roof garden,Type of garage,Type of parking facilities,error
Appartement - Type I (Bouwnr. 215),6224 JT Maastricht        ,https://www.funda.nl/en/koop/maastricht/appartement-42436627-appartement-type-i-bouwnr-215/?navigateSource=resultlist,20220128_012337,"€ 434,500 vrij op naam","€ 5,112    The asking price per m² (€ 434,500) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Under option,Available in consultation,Apartment with shared street entrance,New property,2021,Living area85 m²Exterior space attached to the building14 m²External storage space5 m²,85 m²,14 m²,5 m²,255 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,2nd floor,A        What does this mean?,Balcony present,Parking place,"Paid parking, public parking and resident's parking permits",no
