header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Type of garage,Capacity,Type of parking facilities,error
Dorpstraat 77,6122 CG Buchten        ,https://www.funda.nl/en/koop/buchten/huis-88038665-dorpstraat-77/?navigateSource=resultlist,20220129_005703,"€ 198,500 kosten koper","€ 1,946    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 198,500) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ","January 17, 2022",Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1914,Gable roof covered with roof tiles,Living area102 m²Other space inside the building36 m²,102 m²,36 m²,485 m²,445 m³,6 rooms (4 bedrooms),2 stories,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler from 2011, in ownership",485 m²,Full ownership,Back garden,Built-in,1 car,Parking on private property and public parking,no
