header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Soestdijksekade 839,2574 CG Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88954460-soestdijksekade-839/?navigateSource=resultlist,20220131_233032,"€ 600,000 kosten koper","€ 3,333    The asking price per m² (€ 600,000) is calculated by dividing the asking price of the home by the living area (180 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,"Houseboat, detached residential property (residential property on water)",Resale property,2003,Living area180 m²Exterior space attached to the building24 m²External storage space5 m²,180 m²,24 m²,5 m²,330 m³,6 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and 2 toilets",2 stories,"Skylight, mechanical ventilation and flue",Not available,Completely insulated,CH boiler,CH boiler,Gas-fired,1 m²,See deed,Sun terrace,Balcony present,Detached wooden storage,Public parking and resident's parking permits,no
