header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Area,Ownership situation,Garden,Type of garage,Capacity,Type of parking facilities,error
Hugo van der Goesstraat 2,4571 MC Axel        ,https://www.funda.nl/en/koop/axel/huis-88995416-hugo-van-der-goesstraat-2/?navigateSource=resultlist,20220130_150244,"€ 299,500 kosten koper","€ 2,139    The asking price per m² (€ 299,500) is calculated by dividing the asking price of the home by the living area (140 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1980,Living area140 m²Other space inside the building21 m²Exterior space attached to the building15 m²External storage space11 m²,140 m²,21 m²,15 m²,11 m²,256 m²,545 m³,5 rooms (4 bedrooms),1 bathroom,Shower and toilet,3 stories,C        What does this mean?,CH boiler,CH boiler,256 m²,Full ownership,Back garden,Attached brick garage,1 car,Parking on private property and public parking,no
