header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Zuid (Bouwnr. 24),4132 Vianen (UT)        ,https://www.funda.nl/en/koop/vianen-ut/appartement-42474073-zuid-bouwnr-24/?navigateSource=resultlist,20220130_113034,"€ 737,000 vrij op naam","€ 4,980    The asking price per m² (€ 737,000) is calculated by dividing the asking price of the home by the living area (148 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,SWK garantiecertificaat,Living area148 m²,148 m²,441 m³,4 rooms (3 bedrooms),1 story,Balanced ventilation system and mechanical ventilation,A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Geothermal heating,"Alongside a quiet road, alongside water and unobstructed surrounding view",Sun terrace,"7 m² (2 meter deep and 3,7 meter broad)",Located at the south,Storage box,Underground parking,Parking garage,no
