header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Balcony/roof garden,error
Rompertcentrum 24,5233 RE Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42686021-rompertcentrum-24/?navigateSource=resultlist,20220201_105158,"€ 339,000 kosten koper","€ 2,648    The asking price per m² (€ 339,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, row house (drive-in residential property)",Resale property,1978,Living area128 m²Other space inside the building30 m²Exterior space attached to the building48 m²,128 m²,30 m²,48 m²,91 m²,526 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2016, in ownership)",91 m²,Full ownership,In residential district,Roof terrace present,no
