header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Donkse Dreef 44,5233 HE Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42672977-donkse-dreef-44/?navigateSource=resultlist,20220201_112128,"€ 419,000 kosten koper","€ 3,104    The asking price per m² (€ 419,000) is calculated by dividing the asking price of the home by the living area (135 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,2009,Flat roof,Living area135 m²Exterior space attached to the building20 m²,135 m²,20 m²,178 m²,492 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories,Mechanical ventilation,A        What does this mean?,Double glazing,CH boiler and partial floor heating,CH boiler,"Intergas (gas-fired combination boiler from 2008, in ownership)",178 m²,Full ownership,In residential district,Back garden and front garden,"34 m² (6,25 meter deep and 5,5 meter broad)",Located at the northeast,Built-in,Carport,Parking on private property,no
