header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Rijksstraatweg 54 F,3316 EH Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/huis-42531793-rijksstraatweg-54-f/?navigateSource=resultlist,20220128_033804,"€ 325,000 kosten koper","€ 2,600    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, row house",Resale property,2005,Living area125 m²External storage space11 m²,125 m²,11 m²,190 m²,439 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,"Skylight, mechanical ventilation and TV via cable",A        What does this mean?,"Roof insulation, double glazing and floor insulation",CH boiler,CH boiler,"Remeha Avanta (gas-fired combination boiler from 2005, in ownership)",190 m²,Full ownership,In residential district,Back garden and front garden,"91 m² (18,7 meter deep and 4,85 meter broad)",Located at the east accessible via the rear,Detached wooden storage,Electricity,Public parking,no
