header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,error
Arenberglaan 184,4824 RD Breda        ,https://www.funda.nl/en/koop/breda/huis-42669350-arenberglaan-184/?navigateSource=resultlist,20220127_234148,"€ 287,000 kosten koper","€ 2,708    The asking price per m² (€ 287,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1982,Living area106 m²Other space inside the building28 m²,106 m²,28 m²,147 m²,454 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,C        What does this mean?,"Roof insulation, partly double glazed and insulated walls",District heating,District heating,147 m²,Full ownership,In residential district,Back garden and front garden,"13,55 meter deep and 5,5 meter broad",Located at the northeast accessible via the rear,Attached brick storage,Electricity,no
