header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,Garden,Type of parking facilities,error
Hollandhof 108,5709 DC Helmond        ,https://www.funda.nl/en/koop/helmond/huis-88966821-hollandhof-108/?navigateSource=resultlist,20220129_050802,"€ 270,000 kosten koper","€ 2,500    The asking price per m² (€ 270,000) is calculated by dividing the asking price of the home by the living area (108 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1982,Living area108 m²Exterior space attached to the building1 m²External storage space8 m²,108 m²,1 m²,8 m²,161 m²,358 m³,5 rooms (4 bedrooms),2 stories and a attic,C        What does this mean?,161 m²,Back garden and front garden,Parking on private property,no
