header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
De Markgraven 33,7676 EH Westerhaar-Vriezenveensewijk        ,https://www.funda.nl/en/koop/westerhaar-vriezenveensewijk/huis-88040756-de-markgraven-33/?navigateSource=resultlist,20220128_032230,"€ 182,500 kosten koper","€ 2,051    The asking price per m² (€ 182,500) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1980,Gable roof covered with roof tiles,Living area89 m²Other space inside the building7 m²Exterior space attached to the building1 m²,89 m²,7 m²,1 m²,134 m²,368 m³,5 rooms (3 bedrooms),2 stories and a attic,Optical fibre and TV via cable,C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,Gas water heater,Intergas en Geiser (gas-fired combination boiler from 2021),134 m²,Full ownership,Back garden and front garden,50 m² (5 meter deep and 10 meter broad),Located at the north accessible via the rear,Attached brick storage,Loft,Public parking,no
