header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Area,Ownership situation,Fees,Location,Garden,Balcony/roof garden,Type of garage,Capacity,error
Parosstraat 6,1060 LP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88802190-parosstraat-6/?navigateSource=resultlist,20220130_222106,"€ 1,450,000 kosten koper","€ 5,686    The asking price per m² (€ 1,450,000) is calculated by dividing the asking price of the home by the living area (255 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 1,500,000 kosten koper",4 months,Sold under reservation,Available in consultation,"Villa, detached residential property",Resale property,2003,Living area255 m²Other space inside the building20 m²Exterior space attached to the building82 m²,255 m²,20 m²,82 m²,385 m²,977 m³,7 rooms (6 bedrooms),2 bathrooms and 1 separate toilet,"Bath, shower and 2 toilets",3 stories,A        What does this mean?,Completely insulated,385 m²,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  01-02-2049),Paid until 01-02-2049,Alongside water and in residential district,Surrounded by garden,Roof terrace present and balcony present,Built-in,1 car,no
