header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Sun terrace,Garden location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Madurastraat 24 IV-A,1094 GM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42682791-madurastraat-24-iv-a/?navigateSource=resultlist,20220130_193721,"€ 300,000 kosten koper","€ 11,538    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (26 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 48 per month,"January 26, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1902,Living area26 m²Exterior space attached to the building17 m²,26 m²,17 m²,93 m³,1 room (1 bedroom),1 bathroom,Toilet,1 story,5th floor,C        What does this mean?,Double glazing,CH boiler and complete floor heating,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,Alongside a quiet road and in residential district,Sun terrace,"11 m² (3,55 meter deep and 2,97 meter broad)",Located at the southwest,Roof terrace present and balcony present,Yes,Yes,Yes,Yes,No,Yes,no
