header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of parking facilities,error
Van Breestraat 62,1071 ZR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42682059-van-breestraat-62/?navigateSource=resultlist,20220130_201924,"€ 2,000,000 kosten koper","€ 9,302    The asking price per m² (€ 2,000,000) is calculated by dividing the asking price of the home by the living area (215 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1898,Gable roof covered with roof tiles,Living area215 m²Exterior space attached to the building8 m²,215 m²,8 m²,101 m²,718 m³,8 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,"2 stories, a/an attic and a basement",Passive ventilation system and TV via cable,F        What does this mean?,CH boiler,CH boiler,"Combination boiler from 2010, in ownership",101 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,25 m² (5 meter deep and 5 meter broad),Located at the northwest,Balcony present,Paid parking and resident's parking permits,no
