header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Buizerdhof 365,2903 GR Capelle aan den IJssel        ,https://www.funda.nl/en/koop/capelle-aan-den-ijssel/appartement-42546108-buizerdhof-365/?navigateSource=resultlist,20220128_135930,"€ 389,000 kosten koper","€ 3,814    The asking price per m² (€ 389,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,2010,Flat roof covered with asphalt roofing,Living area102 m²,102 m²,325 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,3rd floor,TV via cable,A        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",CH boiler and heat recovery unit,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,"In center, in residential district and unobstructed surrounding view",French balcony present,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
