header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Gerard Doustraat 20 3V,1072 VR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41369700-gerard-doustraat-20-3v/?navigateSource=resultlist,20220130_224842,"€ 325,000 kosten koper","€ 9,028    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (36 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,€ 80.00 per month,Upstairs apartment (apartment),Resale property,1885,Living area36 m²,36 m²,114 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,1 story,3rd floor,C        What does this mean?,CH boiler,CH boiler,"Remeha Avanta (gas-fired combination boiler, in ownership)",Full ownership,Alongside a quiet road and in center,Public parking and resident's parking permits,No,No,No,No,No,No,no
