header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Bergen op Zoomstraat 5,5224 XL Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42656264-bergen-op-zoomstraat-5/?navigateSource=resultlist,20220201_112422,"€ 275,000 kosten koper","€ 2,371    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1968,Gable roof covered with roof tiles,Living area116 m²External storage space12 m²,116 m²,12 m²,133 m²,410 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,C        What does this mean?,Partly double glazed and insulated walls,CH boiler,133 m²,Full ownership,In residential district,Back garden and front garden,"55 m² (9 meter deep and 6,07 meter broad)",Located at the northeast accessible via the rear,Detached brick storage,Electricity,Public parking,no
