header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Type apartment,Area,Number of rooms,Volume in cubic meters,Energy label,Building type,Year of construction,error
Boslaan 345,2594 NH Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88922273-boslaan-345/?navigateSource=resultlist,20220131_224519,"€ 259,000 kosten koper","€ 4,709    The asking price per m² (€ 259,000) is calculated by dividing the asking price of the home by the living area (55 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Apartment with shared street entrance (apartment),55 m² residential surface area,2 rooms (1 bedroom),175 m³,F        What does this mean?,Resale property,1979,no
