header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of parking facilities,error
Heinsbergerweg 126,6045 CJ Roermond        ,https://www.funda.nl/en/koop/roermond/huis-42682698-heinsbergerweg-126/?navigateSource=resultlist,20220128_015110,"€ 325,000 kosten koper","€ 2,138    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (152 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1950,Gable roof covered with roof tiles,Living area152 m²Other space inside the building13 m²,152 m²,13 m²,255 m²,630 m³,8 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,"2 stories, a/an attic and a basement",F        What does this mean?,Roof insulation,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler from 2005, in ownership)",255 m²,Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view",Back garden,"174 m² (24,5 meter deep and 7,1 meter broad)",Located at the west,Balcony present,Public parking,no
