header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Pieter van der Doesstraat 34 H,1056 VG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88949305-pieter-van-der-doesstraat-34-h/?navigateSource=resultlist,20220131_001001,"€ 495,000 kosten koper","€ 7,500    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (66 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available immediately,€ 168.00 per month,Galleried apartment (apartment),Resale property,2016,Living area66 m²Exterior space attached to the building5 m²,66 m²,5 m²,220 m³,3 rooms (2 bedrooms),1 story,1st floor,"Outdoor awning, elevator, mechanical ventilation and TV via cable",A        What does this mean?,Double glazing and completely insulated,CH boiler and complete floor heating,CH boiler,Full ownership,Alongside a quiet road,Yes,Yes,Yes (€ 168.00 per month),Yes,Yes,Yes,no
