header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Thicopad 18,3084 BX Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42535023-thicopad-18/?navigateSource=resultlist,20220130_131110,"€ 585,000 kosten koper","€ 3,799    The asking price per m² (€ 585,000) is calculated by dividing the asking price of the home by the living area (154 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2021,Flat roof covered with asphalt roofing,SWK garantiecertificaat,Living area154 m²External storage space6 m²,154 m²,6 m²,127 m²,540 m³,7 rooms (6 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Mechanical ventilation and solar panels,Not available,Energy efficient window,District heating,District heating,127 m²,Full ownership,"Alongside park, in center and unobstructed surrounding view",Back garden,Detached wooden storage,Parking on gated property,no
