header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Roerstraat 13,2584 TS Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42586543-roerstraat-13/?navigateSource=resultlist,20220131_200159,"€ 375,000 kosten koper","€ 3,440    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1905,Protected townscape or village view (permit needed for alterations),Flat roof covered with asphalt roofing,Bouwkundige keuring,Living area109 m²Exterior space attached to the building17 m²,109 m²,17 m²,400 m³,6 rooms (3 bedrooms),1 bathroom and 2 separate toilets,2 stories,2nd floor,D        What does this mean?,Double glazing,Gas heaters,Gas water heater (rental),Full ownership,Roof terrace present and balcony present,Resident's parking permits,Yes,Yes,No,No,No,No,no
