header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,error
Kievitstraat 30,6469 XZ Kerkrade        ,https://www.funda.nl/en/koop/kerkrade/huis-88042421-kievitstraat-30/?navigateSource=resultlist,20220128_083611,"€ 189,000 kosten koper","€ 1,890    The asking price per m² (€ 189,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1945-1959,Living area100 m²Other space inside the building76 m²,100 m²,76 m²,137 m²,440 m³,4 rooms (3 bedrooms),1 bathroom,Bath and toilet,1 story,E        What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit ecomline (gas-fired combination boiler, in ownership)",137 m²,Full ownership,On the edge of a forest and in residential district,Back garden,"49 m² (0,07 meter deep and 0,07 meter broad)",no
