header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Type of parking facilities,error
Sandelhout 3,2994 HP Barendrecht        ,https://www.funda.nl/en/koop/barendrecht/huis-88040637-sandelhout-3/?navigateSource=resultlist,20220128_033008,"€ 435,000 kosten koper","€ 3,346    The asking price per m² (€ 435,000) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2006,Gable roof covered with roof tiles,Living area130 m²External storage space12 m²,130 m²,12 m²,156 m²,410 m³,6 rooms (5 bedrooms),3 stories,A        What does this mean?,CH boiler,Gas-fired combination boiler,156 m²,Full ownership,Back garden and front garden,"81 m² (14,97 meter deep and 5,43 meter broad)",Located at the south accessible via the rear,Public parking,no
