header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of garage,Type of parking facilities,error
Woon-/werkloft | 11 | Werkunit 11 |Type B1e (Bouwnr. 11),5615 SM Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-41305415-woon-werkloft-11-werkunit-11-type-b1e-bouwnr-11/?navigateSource=resultlist,20220201_005113,"€ 492,000 vrij op naam","€ 3,302    The asking price per m² (€ 492,000) is calculated by dividing the asking price of the home by the living area (149 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area149 m²Other space inside the building4 m²,149 m²,4 m²,556 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,2nd floor,"Mechanical ventilation, passive ventilation system and solar panels",A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",Complete floor heating and heat pump,Electrical boiler,Alongside a quiet road and in residential district,Balcony present,Parking place,Parking on private property,no
