header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation.1,Type of garage,error
Hobo 24,3068 HN Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42652994-hobo-24/?navigateSource=resultlist,20220126_003809,"€ 399,000 kosten koper","€ 3,764    The asking price per m² (€ 399,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1984,Gable roof,Living area106 m²Other space inside the building5 m²External storage space16 m²,106 m²,5 m²,16 m²,136 m²,387 m³,4 rooms (3 bedrooms),3 stories,"Air conditioning, alarm installation, skylight, mechanical ventilation, rolldown shutters, sliding door and solar panels",C        What does this mean?,Double glazing,District heating,District heating,136 m²,Full ownership,In residential district,Back garden and front garden,"52 m² (9,6 meter deep and 5,4 meter broad)",Located at the south,Attached brick storage,Loft and electricity,No insulation,Parking place,no
