header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Balcony/roof garden,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Postelstraat 20 b,5211 EA Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42661536-postelstraat-20-b/?navigateSource=resultlist,20220201_111023,"€ 437,500 kosten koper","€ 4,755    The asking price per m² (€ 437,500) is calculated by dividing the asking price of the home by the living area (92 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Under offer,Available in consultation,€ 289.00 per month,Maisonnette (apartment),Resale property,1980,Living area92 m²Exterior space attached to the building18 m²External storage space4 m²,92 m²,18 m²,4 m²,270 m³,4 rooms (2 bedrooms),1 separate toilet,3 stories,C        What does this mean?,Roof terrace present and balcony present,Underground parking and parking place,Yes,Yes,Yes (€ 289.00 per month),Yes,Yes,Yes,no
