header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,error
Zevenkampse Ring 320,3068 PZ Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88044550-zevenkampse-ring-320/?navigateSource=resultlist,20220130_130256,"€ 374,500 kosten koper","€ 3,095    The asking price per m² (€ 374,500) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1983,Living area121 m²Other space inside the building6 m²Exterior space attached to the building1 m²,121 m²,6 m²,1 m²,146 m²,491 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,C        What does this mean?,Double glazing,District heating and partial floor heating,District heating,146 m²,Municipal long-term lease (end date of long-term lease:  31-12-2057),Paid until 31-12-2057,In residential district and unobstructed surrounding view,Back garden and front garden,"54 m² (9,87 meter deep and 5,47 meter broad)",Located at the southeast accessible via the rear,Attached brick storage,no
