header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Shed / storage,Type of parking facilities,error
Schaesbergstraat 27,3077 RP Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88902441-schaesbergstraat-27/?navigateSource=resultlist,20220126_003318,"€ 285,000 kosten koper","€ 2,938    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1986,Gable roof covered with roof tiles,Living area97 m²External storage space5 m²,97 m²,5 m²,118 m²,303 m³,5 rooms (4 bedrooms),3 stories,C        What does this mean?,Double glazing,CH boiler,CH boiler,"AWB ( combination boiler from 2005, in ownership)",118 m²,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  20-11-2087),Paid until 20-11-2038,Alongside a quiet road and in residential district,Back garden and front garden,Detached brick storage,Public parking,no
