header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Capacity,Dimensions,Ownership situation,error
Silodam 227 *,1013 AS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-41299713-silodam-227/?navigateSource=resultlist,20220130_201516,"€ 22,000 kosten koper",€ 85 per month,6+ months,Available,Available in consultation,Underground parking,Resale property,Electrical door,1,"10 m² (5,1 meter deep and 2,05 meter broad)",Ownership encumbered with long-term leaset (end date of long-term lease:  15-03-2048),no
