header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Ownership situation,error
Oppert,3011 HV Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/parkeergelegenheid-42553789-oppert/?navigateSource=resultlist,20220126_005836,"€ 39,000 kosten koper",3 months,Available,Available in consultation,Parking place,Resale property,1,Full ownership,no
