header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Shed / storage,Type of garage,Type of parking facilities,error
Van Huutstraat (Bouwnr. 17),7311 AA Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/huis-42665797-van-huutstraat-bouwnr-17/?navigateSource=resultlist,20220129_171012,"€ 785,000 vrij op naam","€ 4,132    The asking price per m² (€ 785,000) is calculated by dividing the asking price of the home by the living area (190 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under option,Available in consultation,"Single-family home, row house",New property,2022,Flat roof covered with asphalt roofing,SWK garantiecertificaat,Living area190 m²External storage space5 m²,190 m²,5 m²,696 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Optical fibre, mechanical ventilation, sliding door, TV via cable and solar panels",A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Electrical boiler,In center and in residential district,Back garden,Detached wooden storage,Parking place,Parking on private property,no
