header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Kind of house,Area,Number of rooms,Volume in cubic meters,Energy label,Building type,Year of construction,error
Zandstraat 64,4551 LJ Sas van Gent        ,https://www.funda.nl/en/koop/sas-van-gent/huis-87638395-zandstraat-64/?navigateSource=resultlist,20220130_120129,"€ 179,500 kosten koper","€ 1,870    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 179,500) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6+ months,"Single-family home, semi-detached residential property",96 m² residential surface area / 242 m² plot surface area,5 rooms (4 bedrooms),275 m³,C        What does this mean?,Resale property,1925,no
