header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Patio/atrium,Garden location,Type of parking facilities,error
Anthonie Camerlingstraat 25,3312 EA Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/huis-42667515-anthonie-camerlingstraat-25/?navigateSource=resultlist,20220129_170744,"€ 225,000 kosten koper","€ 3,214    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1900,Gable roof covered with roof tiles,Living area70 m²,70 m²,45 m²,250 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a loft,"Optical fibre, passive ventilation system and TV via cable",E        What does this mean?,Partly double glazed and floor insulation,CH boiler,CH boiler,"Cobra (gas-fired combination boiler from 2007, in ownership)",45 m²,Full ownership,"Alongside a quiet road, in center and in residential district",Patio/atrium,"4 m² (2 meter deep and 2,21 meter broad)",Located at the southwest,"Paid parking, public parking and resident's parking permits",no
