header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kwakersplein 9 III+IV,1053 TZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42657508-kwakersplein-9-iii-iv/?navigateSource=resultlist,20220131_004556,"€ 849,500 kosten koper","€ 6,963    The asking price per m² (€ 849,500) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1910,Gable roof covered with roof tiles,Living area122 m²Exterior space attached to the building7 m²,122 m²,7 m²,335 m³,3 rooms (2 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,2 stories,3rd floor,TV via cable,E        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Municipal long-term lease,"€ 1.422,75 per year",Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
