header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Facilities.1,error
Appartement 6 (Bouwnr. 6),8491 Akkrum        ,https://www.funda.nl/en/koop/akkrum/appartement-42581392-appartement-6-bouwnr-6/?navigateSource=resultlist,20220130_150049,"€ 312,500 vrij op naam","€ 3,634    The asking price per m² (€ 312,500) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Apartment with shared street entrance,New property,2022,Woningborg garantiecertificaat,Living area86 m²,86 m²,225 m³,5 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,1st floor,Mechanical ventilation,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Electrical boiler,Alongside water,Balcony present,Built-in,Electricity,no
