header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Tip Maruggstraat (Bouwnr. ph-01),1087 VR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41004999-tip-maruggstraat-bouwnr-ph-01/?navigateSource=resultlist,20220131_002543,"€ 305,500 vrij op naam","€ 4,700    The asking price per m² (€ 305,500) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Penthouse (double upstairs apartment),New property,2022,Flat roof covered with asphalt roofing and other,Living area65 m²,65 m²,200 m³,3 rooms (2 bedrooms),2 bathrooms,2 showers and 2 toilets,2 stories,5th floor,Mechanical ventilation,A        What does this mean?,Completely insulated,District heating and heat pump,District heating,Municipal long-term lease,"On navigable waterway, alongside water, in residential district and unobstructed surrounding view",Parking garage,No,No,No,No,No,No,no
