header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Quality marks,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Garden,Shed / storage,Type of garage,Type of parking facilities,error
Baronielaan 22 A2,4818 RA Breda        ,https://www.funda.nl/en/koop/breda/appartement-41123871-baronielaan-22-a2/?navigateSource=resultlist,20220129_043026,"€ 780,000 vrij op naam","€ 5,865    The asking price per m² (€ 780,000) is calculated by dividing the asking price of the home by the living area (133 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Maisonnette,New property,2021,Monumental building,Woningborg garantiecertificaat,Living area133 m²Other space inside the building7 m²,133 m²,7 m²,555 m³,4 rooms (2 bedrooms),1 bathroom and 2 separate toilets,Bath,2 stories,Mechanical ventilation,C        What does this mean?,"Roof insulation, double glazing and floor insulation",CH boiler and heat recovery unit,CH boiler and solar collectors,In ownership,In residential district,Back garden,Storage box,Underground parking,Parking garage,no
