header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Faunastraat 9,1531 WB Wormer        ,https://www.funda.nl/en/koop/wormer/huis-42676562-faunastraat-9/?navigateSource=resultlist,20220129_021140,"€ 367,500 kosten koper","€ 3,196    The asking price per m² (€ 367,500) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1972,Partly furnished with carpets and curtains,Gable roof covered with other,Living area115 m²External storage space20 m²,115 m²,20 m²,142 m²,392 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath,3 stories,Skylight,C        What does this mean?,Roof insulation and double glazing,Hot air heating,Gas water heater,142 m²,Full ownership,In residential district,Back garden and front garden,"66 m² (10,6 meter deep and 6,2 meter broad)",Located at the south accessible via the rear,Outside plastic storage cabinet,Loft and electricity,"Roof insulation, double glazing and insulated walls",Public parking,no
