header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,error
Kloosterstraat 32,8603 XJ Sneek        ,https://www.funda.nl/en/koop/sneek/huis-88014102-kloosterstraat-32/?navigateSource=resultlist,20220128_053300,"€ 275,000 kosten koper","€ 2,183    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1924,Living area126 m²Other space inside the building10 m²External storage space8 m²,126 m²,10 m²,8 m²,131 m²,499 m³,8 rooms (5 bedrooms),1 bathroom,Bath and shower,3 stories,E        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",131 m²,Full ownership,Back garden,"38 m² (7,25 meter deep and 5,25 meter broad)",Located at the northeast accessible via the rear,no
