header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Lisbloemstraat 68,3051 TT Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88987569-lisbloemstraat-68/?navigateSource=resultlist,20220125_215242,"€ 595,000 kosten koper","€ 3,650    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (163 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, row house",Resale property,1934,Gable roof covered with roof tiles,Energie Prestatie Advies,Living area163 m²Exterior space attached to the building7 m²,163 m²,7 m²,98 m²,557 m³,6 rooms (5 bedrooms),2 bathrooms and 2 separate toilets,"2 baths, 2 showers and toilet",3 stories and a attic,Mechanical ventilation,G        What does this mean?,Partly double glazed,CH boiler,CH boiler,Remeha (gas-fired combination boiler from 2016),98 m²,Alongside a quiet road and in residential district,Back garden,Balcony present,Built-in,Public parking,no
