header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,error
Appartementen (Bouwnr. 10 A),2266 BG Leidschendam        ,https://www.funda.nl/en/koop/leidschendam/appartement-42686069-appartementen-bouwnr-10-a/?navigateSource=resultlist,20220127_223708,"€ 595,000 vrij op naam","€ 4,958    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,Upstairs apartment (double upstairs apartment),New property,2022,Monumental building,GIW Waarborgcertificate,Living area120 m²,120 m²,324 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,3 stories,2nd floor,Mechanical ventilation,A        What does this mean?,Completely insulated,"Geothermal heating, complete floor heating, heat recovery unit and heat pump",Geothermal heating,"Alongside water, in center and in residential district",Sun terrace,no
