header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sirtemastraat 96,2513 SP Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42655497-sirtemastraat-96/?navigateSource=resultlist,20220131_192431,"€ 315,000 kosten koper","€ 3,119    The asking price per m² (€ 315,000) is calculated by dividing the asking price of the home by the living area (101 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available immediately,€ 279.02 per month,Galleried apartment (apartment),Resale property,1971,Living area101 m²Exterior space attached to the building9 m²External storage space6 m²,101 m²,9 m²,6 m²,290 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,Elevator,E        What does this mean?,Partly double glazed,Communal central heating,Full ownership,Alongside a quiet road and in center,Balcony present,Storage box,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 279.02 per month),Yes,Yes,Yes,no
