header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Morel 89,5401 LB Uden        ,https://www.funda.nl/en/koop/uden/huis-42680009-morel-89/?navigateSource=resultlist,20220129_183839,"€ 309,000 kosten koper","€ 2,711    The asking price per m² (€ 309,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 23, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1981,Gable roof covered with roof tiles,Living area114 m²External storage space4 m²,114 m²,4 m²,119 m²,410 m³,4 rooms (3 bedrooms),1 bathroom,"Bath, shower and toilet",2 stories and a attic,Optical fibre and rolldown shutters,D        What does this mean?,"Roof insulation, partly double glazed, insulated walls and floor insulation",CH boiler and gas heater,CH boiler,"AWB (gas-fired combination boiler from 1998, in ownership)",119 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,45 m² (9 meter deep and 5 meter broad),Located at the southeast accessible via the rear,Public parking,no
