header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Achilleslaan 21,5631 BS Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-88027255-achilleslaan-21/?navigateSource=resultlist,20220201_010434,"€ 295,000 kosten koper","€ 3,315    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1963,Gable roof covered with roof tiles,Living area89 m²Other space inside the building15 m²Exterior space attached to the building2 m²External storage space4 m²,89 m²,15 m²,2 m²,4 m²,148 m²,360 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a attic,E        What does this mean?,Roof insulation,CH boiler,CH boiler,"Gas-fired combination boiler from 2016, in ownership",148 m²,Full ownership,Alongside a quiet road,Back garden,"59 m² (10,34 meter deep and 5,75 meter broad)",Located at the west accessible via the rear,Public parking,no
