header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Location,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Burgemeester Cramergracht 134,1064 AK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42503556-burgemeester-cramergracht-134/?navigateSource=resultlist,20220130_191224,"€ 300,000 kosten koper","€ 4,839    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (62 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 145 per month,2 months,Sold under reservation,Available in consultation,Mezzanine (apartment),Resale property,1958,Living area62 m²Exterior space attached to the building3 m²External storage space5 m²,62 m²,3 m²,5 m²,205 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,3rd floor,C        What does this mean?,Double glazing,Communal central heating,Gas water heater,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  15-06-2031),"€ 55,36 per year with option to purchase",Alongside a quiet road,Storage box,Yes,Yes,Yes,Yes,No,Yes,no
