header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Garden,Type of garage,Capacity,error
Kraanweg 21,6004 RC Weert        ,https://www.funda.nl/en/koop/weert/huis-87798207-kraanweg-21/?navigateSource=resultlist,20220127_222957,"€ 799,000 kosten koper","€ 2,357    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 799,000) is calculated by dividing the asking price of the home by the living area (339 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6+ months,Sold under reservation,Available in consultation,"Country house, detached residential property",Resale property,1982,Hipped roof,Living area339 m²Other space inside the building12 m²Exterior space attached to the building30 m²External storage space709 m²,339 m²,12 m²,30 m²,709 m²,"9,068 m²","1,178 m³",8 rooms (5 bedrooms),4 stories,Mechanical ventilation,D        What does this mean?,Double glazing,CH boiler,Electrical boiler,Saint Roch (2006),9.068 m²,Surrounded by garden,Detached brick garage,2 cars,no
