header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Area,Ownership situation,Garden,Sun terrace,Garden location,Type of parking facilities,error
Hopakker 8,3514 BW Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42685789-hopakker-8/?navigateSource=resultlist,20220131_160734,"€ 375,000 kosten koper","€ 7,812    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (48 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1900,Renovation project,Gable roof covered with roof tiles,Living area48 m²Other space inside the building25 m²,48 m²,25 m²,36 m²,230 m³,4 rooms (2 bedrooms),1 bathroom,Shower and toilet,2 stories and a basement,Passive ventilation system,G        What does this mean?,No insulation,36 m²,Full ownership,Sun terrace,12 m² (3 meter deep and 4 meter broad),Located at the southwest,Paid parking and resident's parking permits,no
