header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,Consulting rooms,error
Prinsengracht 809,1017 KA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42551210-prinsengracht-809/?navigateSource=resultlist,20220130_225225,"€ 1,250,000 kosten koper","€ 12,019    The asking price per m² (€ 1,250,000) is calculated by dividing the asking price of the home by the living area (104 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Property alongside canal, row house",Resale property,1660,"Protected townscape or village view (permit needed for alterations), listed building (national monument) and monumental building",Gable roof covered with roof tiles,Living area104 m²Other space inside the building3 m²,104 m²,3 m²,27 m²,324 m³,6 rooms (2 bedrooms),3 bathrooms,2 showers and 2 toilets,5 stories,"Mechanical ventilation, passive ventilation system and flue",Not required,CH boiler and gas heater,CH boiler,"Gas-fired combination boiler, in ownership",27 m²,Full ownership,"On navigable waterway, alongside water and in center","Paid parking, public parking and resident's parking permits",        (built-in)    ,no
