header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Middenweg 123 I,1098 AK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42687055-middenweg-123-i/?navigateSource=resultlist,20220130_195325,"€ 480,000 kosten koper","€ 7,619    The asking price per m² (€ 480,000) is calculated by dividing the asking price of the home by the living area (63 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Under offer,Available in consultation,€ 100.00 per month,Apartment with shared street entrance,Resale property,1902,Living area63 m²Exterior space attached to the building13 m²,63 m²,13 m²,230 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Bath,1 story,1st floor,C            1.53What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2011, in ownership)",Full ownership,Balcony present,Paid parking and public parking,Yes,Yes,Yes (€ 100.00 per month),Yes,No,Yes,no
