header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Buitenpepersdreef 167,5231 AE Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42680679-buitenpepersdreef-167/?navigateSource=resultlist,20220201_111145,"€ 427,500 kosten koper","€ 3,420    The asking price per m² (€ 427,500) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,€ 198.00 per month,Galleried apartment (apartment),Resale property,1973,Living area125 m²Exterior space attached to the building15 m²External storage space6 m²,125 m²,15 m²,6 m²,375 m³,4 rooms (3 bedrooms),1 separate toilet,1 story,5th floor,Elevator and TV via cable,C        What does this mean?,Double glazing,Communal central heating,Central facility,Full ownership,In residential district and unobstructed surrounding view,Balcony present,Storage box,Electricity,Public parking,Yes,Yes,Yes (€ 198.00 per month),Yes,Yes,Yes,no
