header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Stortenbekerstraat 227,2525 SE Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88037938-stortenbekerstraat-227/?navigateSource=resultlist,20220129_062546,"€ 599,500 kosten koper","€ 3,368    The asking price per m² (€ 599,500) is calculated by dividing the asking price of the home by the living area (178 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,€ 300.00 per month,Ground-floor apartment (apartment),Resale property,1920,Living area178 m²,178 m²,720 m³,4 rooms (2 bedrooms),2 bathrooms and 1 separate toilet,2 showers and toilet,2 stories,Ground floor,Not available,Double glazing,CH boiler and partial floor heating,CH boiler,Remeha Calenta CW5 ( combination boiler from 2016),Yes,Yes,Yes (€ 300.00 per month),Yes,Yes,Yes,no
